

times in msec
 clock   self+sourced   self:  sourced script
 clock   elapsed:              other lines
039.294  001.181  000.063: require('nvim-tree.explorer')
039.299  001.367  000.076: require('nvim-tree.core')
039.349  000.046  000.046: require('nvim-tree.renderer.components.padding')
039.397  000.045  000.045: require('nvim-tree.renderer.components.icons')
039.447  000.047  000.047: require('nvim-tree.renderer.components.full-name')
039.589  000.037  000.037: require('nvim-tree.enum')
039.663  000.069  000.069: require('nvim-tree.renderer.decorator')
039.668  000.157  000.052: require('nvim-tree.renderer.decorator.bookmarks')
039.727  000.056  000.056: require('nvim-tree.renderer.decorator.copied')
039.776  000.045  000.045: require('nvim-tree.renderer.decorator.cut')
039.892  000.060  000.060: require('nvim-tree.diagnostics')
040.137  000.240  000.240: require('vim.diagnostic')
040.145  000.365  000.065: require('nvim-tree.renderer.decorator.diagnostics')
040.230  000.082  000.082: require('nvim-tree.renderer.decorator.git')
040.330  000.044  000.044: require('nvim-tree.buffers')
040.336  000.102  000.059: require('nvim-tree.renderer.decorator.modified')
040.387  000.048  000.048: require('nvim-tree.renderer.decorator.opened')
040.439  000.988  000.132: require('nvim-tree.renderer.builder')
040.445  002.587  000.094: require('nvim-tree.renderer')
040.454  002.705  000.118: require('nvim-tree.lib')
040.715  000.258  000.258: require('nvim-tree.appearance')
041.460  000.144  000.144: require('nvim-tree.actions.finders.find-file')
041.593  000.127  000.127: require('nvim-tree.actions.finders.search-node')
041.608  000.402  000.131: require('nvim-tree.actions.finders')
042.136  000.187  000.187: require('nvim-tree.actions.reloaders')
042.162  000.413  000.226: require('nvim-tree.actions.fs.copy-paste')
042.273  000.107  000.107: require('nvim-tree.actions.fs.create-file')
042.366  000.090  000.090: require('nvim-tree.actions.fs.remove-file')
042.479  000.109  000.109: require('nvim-tree.actions.fs.rename-file')
042.578  000.095  000.095: require('nvim-tree.actions.fs.trash')
042.584  000.973  000.158: require('nvim-tree.actions.fs')
042.761  000.082  000.082: require('nvim-tree.actions.moves.item')
042.840  000.074  000.074: require('nvim-tree.actions.moves.parent')
042.934  000.090  000.090: require('nvim-tree.actions.moves.sibling')
042.938  000.351  000.104: require('nvim-tree.actions.moves')
043.102  000.081  000.081: require('nvim-tree.actions.node.file-popup')
043.250  000.144  000.144: require('nvim-tree.actions.node.open-file')
043.336  000.081  000.081: require('nvim-tree.actions.node.run-command')
043.437  000.097  000.097: require('nvim-tree.actions.node.system-open')
043.442  000.500  000.097: require('nvim-tree.actions.node')
043.600  000.092  000.092: require('nvim-tree.actions.root.change-dir')
043.670  000.065  000.065: require('nvim-tree.actions.root.dir-up')
043.674  000.229  000.072: require('nvim-tree.actions.root')
043.822  000.078  000.078: require('nvim-tree.actions.tree.find-file')
043.965  000.070  000.070: require('nvim-tree.actions.tree.modifiers.collapse-all')
044.054  000.084  000.084: require('nvim-tree.actions.tree.modifiers.expand-all')
044.124  000.067  000.067: require('nvim-tree.actions.tree.modifiers.toggles')
044.128  000.301  000.080: require('nvim-tree.actions.tree.modifiers')
044.202  000.071  000.071: require('nvim-tree.actions.tree.open')
044.273  000.067  000.067: require('nvim-tree.actions.tree.toggle')
044.277  000.599  000.082: require('nvim-tree.actions.tree')
044.281  003.266  000.211: require('nvim-tree.actions')
044.377  000.093  000.093: require('nvim-tree.appearance.diagnostics')
044.626  000.124  000.124: require('nvim-tree.keymap')
044.643  000.262  000.138: require('nvim-tree.help')
044.772  000.125  000.125: require('nvim-tree.marks.navigation')
044.850  000.073  000.073: require('nvim-tree.marks.bulk-delete')
045.060  000.206  000.206: require('nvim-tree.marks.bulk-trash')
045.243  000.179  000.179: require('nvim-tree.marks.bulk-move')
045.459  004.615  000.410: require('nvim-tree.api')
045.544  004.824  000.209: require('nvim-tree.commands')
045.874  000.327  000.327: require('nvim-tree.legacy')
046.097  008.924  000.811: require('nvim-tree')
048.823  000.222  000.222: sourcing /home/himanshu/.local/share/nvim/lazy/nvim-web-devicons/plugin/nvim-web-devicons.vim
050.314  001.111  001.111: require('nvim-web-devicons.icons-default')
050.552  002.892  001.559: require('nvim-web-devicons')
055.248  018.379  006.562: require('nvim-tree.api')
056.465  000.245  000.245: sourcing /home/himanshu/.local/share/nvim/lazy/nvim-lspconfig/plugin/lspconfig.lua
056.728  000.059  000.059: require('mason')
057.083  000.056  000.056: require('mason-core.functional.string')
057.114  000.185  000.129: require('mason.api.command')
057.236  000.040  000.040: require('mason-lspconfig.notify')
057.243  000.103  000.063: require('mason-lspconfig.lspconfig_hook')
057.435  000.188  000.188: require('lspconfig.util')
057.598  000.048  000.048: require('mason-core.functional.table')
057.641  000.202  000.154: require('mason-lspconfig.mappings.server')
057.691  000.045  000.045: require('mason-lspconfig.server_config_extensions')
057.802  000.044  000.044: require('lspconfig.async')
057.808  000.113  000.069: require('lspconfig.configs')
057.908  000.058  000.058: require('lspconfig.server_configurations.omnisharp')
058.175  000.056  000.056: require('mason-lspconfig.ensure_installed')
058.305  000.052  000.052: require('mason-core.result')
058.531  000.126  000.126: require('mason-core.process')
058.610  000.075  000.075: require('mason-core.spawn')
058.616  000.259  000.058: require('mason-core.managers.powershell')
058.661  000.042  000.042: require('mason.version')
058.666  000.357  000.057: require('mason-core.fetch')
058.718  000.049  000.049: require('mason-core.providers')
058.990  000.140  000.140: require('mason-core.purl')
059.023  000.257  000.116: require('mason-core.package')
059.270  000.073  000.073: require('mason-core.installer.registry.expr')
059.285  000.172  000.099: require('mason-core.installer.registry.link')
059.777  000.151  000.151: require('mason-core.receipt')
059.822  000.282  000.130: require('mason-core.installer.context')
059.963  000.137  000.137: require('mason-core.async.control')
060.101  000.134  000.134: require('mason-core.installer.linker')
060.115  000.657  000.104: require('mason-core.installer')
060.148  000.799  000.142: require('mason-core.installer.managers.std')
060.153  000.864  000.065: require('mason-core.installer.registry.schemas')
060.252  000.096  000.096: require('mason-core.installer.registry.util')
060.274  001.247  000.115: require('mason-core.installer.registry')
060.280  001.559  000.054: require('mason-registry.sources.util')
060.298  002.104  000.088: require('mason-registry.sources.github')
067.425  000.093  000.093: require('mason-core.functional.number')
067.471  000.283  000.190: require('mason-lspconfig.api.command')
067.727  000.158  000.158: require('cmp_nvim_lsp.source')
067.735  000.259  000.102: require('cmp_nvim_lsp')
067.852  000.104  000.104: require('lspconfig')
067.958  000.096  000.096: require('lspconfig.server_configurations.tsserver')
069.359  000.335  000.335: require('lspconfig.manager')
069.731  000.217  000.217: require('lspconfig.server_configurations.jsonls')
071.385  000.108  000.108: require('lspconfig.server_configurations.html')
072.068  000.191  000.191: require('lspconfig.server_configurations.jdtls')
072.676  000.085  000.085: require('lspconfig.server_configurations.gopls')
073.275  000.109  000.109: require('lspconfig.server_configurations.lua_ls')
073.946  000.219  000.219: require('lspconfig.server_configurations.rust_analyzer')
074.843  000.109  000.109: require('lspconfig.server_configurations.pyright')
076.110  000.493  000.493: sourcing /home/himanshu/.local/share/nvim/lazy/telescope.nvim/plugin/telescope.lua
077.337  000.177  000.177: require('telescope._extensions')
077.360  001.210  001.033: require('telescope')
079.561  001.294  001.294: require('plenary.strings')
079.804  000.235  000.235: require('telescope.deprecated')
080.950  000.666  000.666: require('telescope.log')
081.245  000.091  000.091: require('plenary.job')
081.298  000.048  000.048: require('telescope.state')
081.316  000.359  000.220: require('telescope.utils')
081.325  001.517  000.491: require('telescope.sorters')
083.187  005.823  002.778: require('telescope.config')
086.151  000.552  000.552: require('fzf_lib')
086.160  000.993  000.441: require('telescope._extensions.fzf')
086.835  000.059  000.059: require('plenary.window.border')
086.960  000.119  000.119: require('plenary.window')
087.027  000.043  000.043: require('plenary.popup.utils')
087.033  000.330  000.109: require('plenary.popup')
087.092  000.056  000.056: require('telescope.pickers.scroller')
087.149  000.053  000.053: require('telescope.actions.state')
087.206  000.054  000.054: require('telescope.actions.utils')
087.394  000.116  000.116: require('telescope.actions.mt')
087.430  000.220  000.104: require('telescope.actions.set')
087.552  000.060  000.060: require('telescope.config.resolve')
087.557  000.124  000.063: require('telescope.pickers.entry_display')
087.607  000.047  000.047: require('telescope.from_entry')
087.789  001.289  000.405: require('telescope.actions')
088.036  000.164  000.164: require('telescope.make_entry')
088.345  000.040  000.040: require('plenary.tbl')
088.351  000.086  000.045: require('plenary.vararg.rotate')
088.355  000.130  000.044: require('plenary.vararg')
088.396  000.038  000.038: require('plenary.errors')
088.402  000.221  000.053: require('plenary.async.async')
088.576  000.041  000.041: require('plenary.async.structs')
088.585  000.095  000.055: require('plenary.async.control')
088.592  000.147  000.052: require('plenary.async.util')
088.596  000.190  000.043: require('plenary.async.tests')
088.600  000.466  000.055: require('plenary.async')
088.604  000.525  000.059: require('telescope.finders.async_static_finder')
088.756  000.039  000.039: require('plenary.class')
088.772  000.115  000.076: require('telescope._')
088.776  000.169  000.054: require('telescope.finders.async_oneshot_finder')
088.829  000.051  000.051: require('telescope.finders.async_job_finder')
088.836  001.043  000.135: require('telescope.finders')
089.084  000.060  000.060: require('telescope.debounce')
089.254  000.165  000.165: require('telescope.mappings')
089.344  000.085  000.085: require('telescope.pickers.highlights')
089.398  000.050  000.050: require('telescope.pickers.window')
089.449  000.048  000.048: require('telescope.pickers.layout')
089.622  000.109  000.109: require('telescope.algos.linked_list')
089.629  000.176  000.068: require('telescope.entry_manager')
089.689  000.057  000.057: require('telescope.pickers.multi')
089.709  000.869  000.228: require('telescope.pickers')
089.846  000.070  000.070: require('telescope.previewers.previewer')
090.007  000.158  000.158: require('telescope.previewers.term_previewer')
090.317  000.078  000.078: require('telescope.previewers.utils')
090.989  000.666  000.666: require('plenary.scandir')
091.111  001.099  000.355: require('telescope.previewers.buffer_previewer')
091.118  001.406  000.079: require('telescope.previewers')
091.140  004.957  000.350: require('telescope._extensions.luasnip')
092.638  001.269  001.269: require('telescope._extensions.frecency')
093.077  000.055  000.055: require('frecency.os_util')
093.095  000.451  000.396: require('frecency.config')
094.095  000.385  000.385: require('conflicts')
094.102  000.734  000.349: require('telescope._extensions.conflicts')
095.211  000.677  000.677: require('telescope._extensions.tmux.pane_contents')
095.353  000.052  000.052: require('telescope._extensions.tmux.utils')
095.417  000.059  000.059: require('telescope._extensions.tmux.tmux_commands')
095.421  000.201  000.090: require('telescope._extensions.tmux.sessions')
095.525  000.080  000.080: require('telescope._extensions.tmux.windows')
095.530  001.422  000.465: require('telescope._extensions.tmux')
096.755  000.114  000.114: require('textcase.shared.constants')
096.768  000.253  000.139: require('textcase.shared.utils')
096.867  000.095  000.095: require('textcase.plugin.conversion')
097.004  000.133  000.133: require('textcase.conversions.stringcase')
097.034  000.647  000.165: require('textcase.plugin.plugin')
097.111  000.073  000.073: require('textcase.extensions.sniplua')
097.283  000.089  000.089: require('textcase.plugin.api')
097.383  000.096  000.096: require('textcase.extensions.whichkey')
097.391  000.276  000.091: require('textcase.plugin.presets')
097.397  001.457  000.461: require('textcase')
097.476  001.571  000.114: sourcing /home/himanshu/.local/share/nvim/lazy/text-case.nvim/plugin/start.vim
097.544  002.008  000.437: require('textcase')
099.421  000.178  000.178: require('telescope._extensions.textcase')
099.808  000.375  000.375: require('telescope.builtin')
101.204  000.161  000.161: require('iron.log')
101.490  000.118  000.118: require('iron.view')
101.569  000.074  000.074: require('iron.visibility')
101.656  000.083  000.083: require('iron.scope')
101.740  000.445  000.170: require('iron.config')
101.944  000.087  000.087: require('iron.fts.clojure')
102.036  000.087  000.087: require('iron.fts.cpp')
102.138  000.098  000.098: require('iron.fts.csh')
102.213  000.071  000.071: require('iron.fts.elixir')
102.326  000.068  000.068: require('iron.fts.elm')
102.398  000.068  000.068: require('iron.fts.erlang')
102.508  000.107  000.107: require('iron.fts.fennel')
102.575  000.063  000.063: require('iron.fts.forth')
102.662  000.083  000.083: require('iron.fts.haskell')
102.728  000.063  000.063: require('iron.fts.hy')
102.835  000.103  000.103: require('iron.fts.janet')
102.930  000.090  000.090: require('iron.fts.javascript')
102.999  000.065  000.065: require('iron.fts.julia')
103.060  000.057  000.057: require('iron.fts.lisp')
103.123  000.059  000.059: require('iron.fts.lua')
103.185  000.058  000.058: require('iron.fts.mma')
103.253  000.064  000.064: require('iron.fts.ocaml')
103.322  000.065  000.065: require('iron.fts.php')
103.403  000.078  000.078: require('iron.fts.prolog')
103.470  000.063  000.063: require('iron.fts.ps1')
103.542  000.069  000.069: require('iron.fts.pure')
103.750  000.064  000.064: require('iron.util.tables')
103.756  000.133  000.069: require('iron.fts.common')
103.829  000.283  000.150: require('iron.fts.python')
103.903  000.070  000.070: require('iron.fts.r')
103.966  000.059  000.059: require('iron.fts.racket')
104.033  000.063  000.063: require('iron.fts.ruby')
104.097  000.060  000.060: require('iron.fts.sbt')
104.164  000.063  000.063: require('iron.fts.scala')
104.263  000.095  000.095: require('iron.fts.scheme')
104.335  000.068  000.068: require('iron.fts.sh')
104.407  000.068  000.068: require('iron.fts.stata')
104.485  000.075  000.075: require('iron.fts.tcl')
104.551  000.062  000.062: require('iron.fts.typescript')
104.623  000.067  000.067: require('iron.fts.zsh')
104.724  000.097  000.097: require('iron.fts.fish')
104.729  002.985  000.288: require('iron.fts')
104.954  000.222  000.222: require('iron.providers')
104.978  003.767  000.115: require('iron.lowlevel')
105.155  000.172  000.172: require('iron.marks')
105.230  004.950  000.850: require('iron.core')
107.532  000.083  000.083: require('vim.ui')
107.543  000.170  000.087: require('dressing.patch')
107.549  000.839  000.669: require('dressing')
107.577  000.966  000.127: sourcing /home/himanshu/.local/share/nvim/lazy/dressing.nvim/plugin/dressing.lua
107.773  000.022  000.022: sourcing /home/himanshu/.local/share/nvim/lazy/vim-rest-console/ftdetect/rest.vim
108.332  000.144  000.144: sourcing /home/himanshu/.local/share/nvim/lazy/vim-commentary/plugin/commentary.vim
109.697  000.144  000.144: require('harpoon.utils')
109.920  000.212  000.212: require('harpoon.dev')
115.886  006.501  006.145: require('harpoon')
115.984  007.282  000.780: require('harpoon.mark')
116.762  000.774  000.774: require('harpoon.ui')
117.829  000.481  000.481: sourcing /home/himanshu/.local/share/nvim/lazy/vim-prettier/plugin/prettier.vim
118.170  000.017  000.017: sourcing /home/himanshu/.local/share/nvim/lazy/vim-prettier/ftdetect/css.vim
118.231  000.017  000.017: sourcing /home/himanshu/.local/share/nvim/lazy/vim-prettier/ftdetect/graphql.vim
118.292  000.012  000.012: sourcing /home/himanshu/.local/share/nvim/lazy/vim-prettier/ftdetect/html.vim
118.358  000.015  000.015: sourcing /home/himanshu/.local/share/nvim/lazy/vim-prettier/ftdetect/javascript.vim
118.409  000.012  000.012: sourcing /home/himanshu/.local/share/nvim/lazy/vim-prettier/ftdetect/json.vim
118.461  000.012  000.012: sourcing /home/himanshu/.local/share/nvim/lazy/vim-prettier/ftdetect/less.vim
118.519  000.011  000.011: sourcing /home/himanshu/.local/share/nvim/lazy/vim-prettier/ftdetect/lua.vim
118.593  000.023  000.023: sourcing /home/himanshu/.local/share/nvim/lazy/vim-prettier/ftdetect/markdown.vim
118.635  000.011  000.011: sourcing /home/himanshu/.local/share/nvim/lazy/vim-prettier/ftdetect/php.vim
118.685  000.011  000.011: sourcing /home/himanshu/.local/share/nvim/lazy/vim-prettier/ftdetect/ruby.vim
118.752  000.011  000.011: sourcing /home/himanshu/.local/share/nvim/lazy/vim-prettier/ftdetect/scss.vim
118.810  000.012  000.012: sourcing /home/himanshu/.local/share/nvim/lazy/vim-prettier/ftdetect/svelte.vim
118.923  000.014  000.014: sourcing /home/himanshu/.local/share/nvim/lazy/vim-prettier/ftdetect/typescript.vim
119.055  000.013  000.013: sourcing /home/himanshu/.local/share/nvim/lazy/vim-prettier/ftdetect/vue.vim
119.116  000.011  000.011: sourcing /home/himanshu/.local/share/nvim/lazy/vim-prettier/ftdetect/xml.vim
119.327  000.123  000.123: sourcing /home/himanshu/.local/share/nvim/lazy/vim-prettier/ftdetect/yaml.vim
120.685  000.056  000.056: sourcing /home/himanshu/.local/share/nvim/lazy/todo-comments.nvim/plugin/todo.vim
121.806  000.055  000.055: require('todo-comments.util')
121.824  000.168  000.113: require('todo-comments.config')
121.966  000.088  000.088: require('todo-comments.highlight')
121.971  000.143  000.055: require('todo-comments.jump')
121.976  001.198  000.886: require('todo-comments')
122.736  000.052  000.052: require('nvim-autopairs._log')
122.816  000.074  000.074: require('nvim-autopairs.utils')
123.142  000.070  000.070: require('nvim-autopairs.conds')
123.151  000.269  000.199: require('nvim-autopairs.rule')
123.156  000.337  000.069: require('nvim-autopairs.rules.basic')
123.168  001.053  000.589: require('nvim-autopairs')
124.579  000.063  000.063: require('rose-pine.config')
124.586  000.873  000.811: require('rose-pine')
125.671  000.055  000.055: require('rose-pine.utilities')
125.793  000.117  000.117: require('rose-pine.palette')
128.055  002.508  002.336: sourcing /home/himanshu/.local/share/nvim/lazy/neovim/colors/rose-pine.lua
130.235  000.049  000.049: sourcing /home/himanshu/.local/share/nvim/lazy/nightfox.nvim/plugin/nightfox.vim
130.782  000.032  000.032: sourcing /home/himanshu/.local/share/nvim/lazy/twilight.nvim/plugin/twilight.vim
131.530  000.048  000.048: require('twilight.util')
131.551  000.120  000.072: require('twilight.config')
131.560  000.200  000.079: require('twilight.view')
131.564  000.756  000.556: require('twilight')
131.981  000.302  000.302: sourcing /home/himanshu/.local/share/nvim/lazy/vim-dadbod-ui/plugin/db_ui.vim
133.045  000.057  000.057: require('treesitter-context.config')
133.062  000.600  000.543: require('treesitter-context')
133.142  000.730  000.130: sourcing /home/himanshu/.local/share/nvim/lazy/nvim-treesitter-context/plugin/treesitter-context.lua
135.370  000.090  000.090: require('nvim-treesitter.utils')
136.142  000.078  000.078: require('vim.treesitter.language')
136.154  000.161  000.083: require('vim.treesitter.query')
136.209  000.051  000.051: require('vim.treesitter._range')
136.218  000.306  000.094: require('vim.treesitter.languagetree')
136.226  000.394  000.088: require('vim.treesitter')
136.664  001.288  000.894: require('nvim-treesitter.parsers')
136.920  000.042  000.042: require('nvim-treesitter.compat')
137.043  000.071  000.071: require('nvim-treesitter.ts_utils')
137.051  000.127  000.056: require('nvim-treesitter.tsrange')
137.097  000.042  000.042: require('nvim-treesitter.caching')
137.109  000.292  000.082: require('nvim-treesitter.query')
137.122  000.387  000.095: require('nvim-treesitter.configs')
137.127  000.459  000.071: require('nvim-treesitter.info')
137.210  000.079  000.079: require('nvim-treesitter.shell_command_selectors')
137.239  002.088  000.173: require('nvim-treesitter.install')
137.291  000.048  000.048: require('nvim-treesitter.statusline')
137.349  000.055  000.055: require('nvim-treesitter.query_predicates')
137.354  003.020  000.829: require('nvim-treesitter')
137.645  003.413  000.393: sourcing /home/himanshu/.local/share/nvim/lazy/nvim-treesitter/plugin/nvim-treesitter.lua
139.724  000.065  000.065: require('nvim-treesitter.highlight')
139.986  000.063  000.063: require('nvim-treesitter.locals')
139.994  000.135  000.072: require('nvim-treesitter.incremental_selection')
140.249  000.070  000.070: require('nvim-biscuits.utils')
140.300  000.046  000.046: require('nvim-biscuits.config')
140.430  000.078  000.078: require('nvim-biscuits.languages.html')
140.650  000.217  000.217: require('nvim-biscuits.languages.vue')
140.748  000.083  000.083: require('nvim-biscuits.languages.javascript')
140.843  000.092  000.092: require('nvim-biscuits.languages.python')
140.915  000.611  000.141: require('nvim-biscuits.languages')
141.021  000.103  000.103: require('vendor.parse')
141.047  000.939  000.110: require('nvim-biscuits')
141.096  001.009  000.069: sourcing /home/himanshu/.local/share/nvim/lazy/nvim-biscuits/plugin/nvim-biscuits.vim
142.488  000.851  000.851: require('nvim-treesitter-textobjects')
143.042  000.093  000.093: require('nvim-treesitter.textobjects.shared')
143.053  000.224  000.131: require('nvim-treesitter.textobjects.select')
143.231  000.057  000.057: require('nvim-treesitter.textobjects.attach')
143.318  000.082  000.082: require('nvim-treesitter.textobjects.repeatable_move')
143.328  000.239  000.100: require('nvim-treesitter.textobjects.move')
143.685  000.077  000.077: require('nvim-treesitter.textobjects.swap')
143.850  000.083  000.083: require('nvim-treesitter.textobjects.lsp_interop')
143.873  002.275  000.800: sourcing /home/himanshu/.local/share/nvim/lazy/nvim-treesitter-textobjects/plugin/nvim-treesitter-textobjects.vim
144.708  000.629  000.629: require('nvim-treesitter-playground')
144.768  000.744  000.115: sourcing /home/himanshu/.local/share/nvim/lazy/playground/plugin/nvim-treesitter-playground.lua
144.989  000.091  000.091: sourcing /home/himanshu/.local/share/nvim/lazy/trouble.nvim/plugin/trouble.vim
146.265  000.187  000.187: require('trouble.config')
146.274  000.275  000.088: require('trouble.util')
146.341  000.063  000.063: require('trouble.providers.qf')
146.410  000.064  000.064: require('trouble.providers.telescope')
146.487  000.074  000.074: require('trouble.providers.lsp')
146.541  000.051  000.051: require('trouble.providers.diagnostic')
146.549  000.611  000.083: require('trouble.providers')
146.602  000.049  000.049: require('trouble.text')
146.654  000.049  000.049: require('trouble.folds')
146.659  000.797  000.088: require('trouble.renderer')
146.674  000.944  000.146: require('trouble.view')
147.950  001.273  001.273: require('trouble.colors')
148.289  003.276  001.060: require('trouble')
149.254  000.443  000.443: sourcing /home/himanshu/.local/share/nvim/lazy/undotree/plugin/undotree.vim
151.605  000.151  000.151: require('nvim-ts-autotag._log')
151.703  000.091  000.091: require('nvim-ts-autotag.utils')
151.737  000.433  000.191: require('nvim-ts-autotag.internal')
151.742  001.110  000.677: require('nvim-ts-autotag')
151.823  001.209  000.099: sourcing /home/himanshu/.local/share/nvim/lazy/nvim-ts-autotag/plugin/nvim-ts-autotag.vim
